Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Total rejections,Approval rate,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
634438a4e4255373610d5cc1,576799ef26ed5300019ffe63,APPROVED,2022-10-10T15:22:28.175000Z,2022-10-10T15:28:16.731000Z,2022-10-10T16:21:47.145000,2022-10-10T15:28:17.376611Z,349,24A88432,307,3,99,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
634438a68ad651afc3f08668,6124a2f677a0a64964262351,APPROVED,2022-10-10T15:22:17.776000Z,2022-10-10T15:44:44.038000Z,2022-10-10T16:21:47.255000,2022-10-10T15:44:44.447303Z,1347,24A88432,265,2,100,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
634438a8311f2e534121fbc7,5b639ebd7584240001421064,APPROVED,2022-10-10T15:22:19.461000Z,2022-10-10T15:27:16.851000Z,2022-10-10T16:21:47.362000,2022-10-10T15:27:17.367440Z,298,24A88432,863,0,100,25,Female,White,Canada,Canada,Canada,English,No,Part-Time
634438a91378e261121d8bea,615db0b493aa7174c37cbe78,APPROVED,2022-10-10T15:22:21.772000Z,2022-10-10T15:27:59.955000Z,2022-10-10T16:21:47.469000,2022-10-10T15:28:00.394017Z,339,24A88432,119,1,100,20,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
634438ae747e127db6ef8721,5c86ce55f2d62e001975e0ad,APPROVED,2022-10-10T15:22:22.652000Z,2022-10-10T15:29:07.844000Z,2022-10-10T16:21:47.575000,2022-10-10T15:29:08.247909Z,406,24A88432,730,1,100,30,Female,White,United States,United States,Ireland,English,DATA_EXPIRED,DATA_EXPIRED
634438aec23a7aa42271ad05,5a70b641ff6f2300013ef0ee,APPROVED,2022-10-10T15:22:22.275000Z,2022-10-10T15:28:52.470000Z,2022-10-10T16:21:28.746000,2022-10-10T15:28:53.215553Z,391,24A88432,455,1,100,29,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
634438b9871ee2634a22868f,5986d36e23640f00010e55ee,APPROVED,2022-10-10T15:22:44.359000Z,2022-10-10T15:29:00.723000Z,2022-10-10T16:21:47.682000,2022-10-10T15:29:02.856094Z,377,24A88432,110,0,100,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
634438bd05e5fe02e487171b,5ff1e9e97e067a6157742ad3,APPROVED,2022-10-10T15:22:44.419000Z,2022-10-10T15:27:46.731000Z,2022-10-10T16:21:47.791000,2022-10-10T15:27:50.412507Z,303,24A88432,360,3,100,36,Female,White,Ireland,Ireland,Ireland,English,DATA_EXPIRED,DATA_EXPIRED
634438c11db81d13d7a2287c,61252df914a20982c06d6e02,APPROVED,2022-10-10T15:22:59.353000Z,2022-10-10T15:30:03.835000Z,2022-10-10T16:21:47.896000,2022-10-10T15:30:04.502485Z,425,24A88432,252,0,100,43,Female,DATA_EXPIRED,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
634438c53f312da8cc977079,5680452cc5767f00121cc81a,APPROVED,2022-10-10T15:22:50.132000Z,2022-10-10T15:27:47.181000Z,2022-10-10T16:21:28.866000,2022-10-10T15:27:47.650257Z,298,24A88432,1397,6,100,59,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
634438c6a752cc82c8f5b497,5ede5231ed48630902f01d88,APPROVED,2022-10-10T15:22:57.409000Z,2022-10-10T15:29:35.607000Z,2022-10-10T16:21:28.988000,2022-10-10T15:29:35.970744Z,399,24A88432,649,2,100,55,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
634438c708e1e0573e34c3ad,6172c5f0aa655196c0b1b154,APPROVED,2022-10-10T15:23:04.564000Z,2022-10-10T15:31:46.400000Z,2022-10-10T16:21:29.111000,2022-10-10T15:31:46.857551Z,522,24A88432,78,0,100,49,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
634438ca5ad848ef6a6694d3,616c98c5821cbeeffb348e40,APPROVED,2022-10-10T15:22:59.414000Z,2022-10-10T15:28:05.136000Z,2022-10-10T16:21:48.007000,2022-10-10T15:28:05.500383Z,306,24A88432,266,2,100,29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
634438cbd7ce3ee707b899af,5c383eb5bc6444000133d1e3,APPROVED,2022-10-10T15:22:54.345000Z,2022-10-10T15:27:33.825000Z,2022-10-10T16:21:48.115000,2022-10-10T15:27:34.335771Z,280,24A88432,58,1,99,37,Female,White,Ireland,United Kingdom,Ireland,English,No,DATA_EXPIRED
634438cc0af991ee6f7e110e,5e9821fa768ff60008b53d36,APPROVED,2022-10-10T15:22:52.855000Z,2022-10-10T15:29:56.668000Z,2022-10-10T16:21:48.224000,2022-10-10T15:29:57.069472Z,424,24A88432,973,5,100,58,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
634438d0cad7bd86cfba1367,615a04685ccd2763823852f7,APPROVED,2022-10-10T15:22:59.217000Z,2022-10-10T15:27:44.820000Z,2022-10-10T16:21:48.336000,2022-10-10T15:27:47.967576Z,286,24A88432,327,3,99,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,DATA_EXPIRED
634438d9d3cd9fe444a062e9,60bf88598efc080a82eeb276,APPROVED,2022-10-10T15:23:09.220000Z,2022-10-10T15:30:03.347000Z,2022-10-10T16:21:48.446000,2022-10-10T15:30:03.912686Z,415,24A88432,195,0,100,28,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
634438e3a034b7f89d71ad07,629e1126e86b12100ac23c57,APPROVED,2022-10-10T15:23:15.900000Z,2022-10-10T15:29:14.804000Z,2022-10-10T16:21:29.234000,2022-10-10T15:29:15.267825Z,359,24A88432,112,0,100,28,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
634438e4d315e38836e70fea,60459f654004876e609870e9,APPROVED,2022-10-10T15:23:21.488000Z,2022-10-10T15:29:44.913000Z,2022-10-10T16:21:29.348000,2022-10-10T15:29:45.700871Z,384,24A88432,373,3,100,45,Male,White,United Kingdom,Ireland,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
634438e61db81d13d7a22882,606226520b95abbc59802c10,APPROVED,2022-10-10T15:23:18.311000Z,2022-10-10T15:30:22.683000Z,2022-10-10T16:21:48.562000,2022-10-10T15:30:23.449389Z,425,24A88432,196,1,100,25,Female,White,Canada,Canada,Canada,English,No,Full-Time
634438e86abcfeb5861d8c55,603a2ad068ff0b54ee864cdc,APPROVED,2022-10-10T15:23:24.281000Z,2022-10-10T15:29:43.385000Z,2022-10-10T16:21:29.463000,2022-10-10T15:29:43.830004Z,380,24A88432,102,1,100,23,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Other
634438facbb3c6899300ecae,5d7030ac857dc1000120d032,APPROVED,2022-10-10T15:23:41.400000Z,2022-10-10T15:29:23.815000Z,2022-10-10T16:21:29.577000,2022-10-10T15:29:24.182850Z,343,24A88432,655,3,100,25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
634438fc3bffadaf6d34c3e4,60a4127d4c901e993eb8360d,APPROVED,2022-10-10T15:24:00.589000Z,2022-10-10T15:33:04.845000Z,2022-10-10T16:21:29.696000,2022-10-10T15:33:05.261413Z,545,24A88432,131,0,100,25,Male,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
634438ff67b97007fbf086c2,62d6d69dfa9b0735607d68f8,APPROVED,2022-10-10T15:23:45.557000Z,2022-10-10T15:29:55.010000Z,2022-10-10T16:21:29.817000,2022-10-10T15:29:55.504705Z,370,24A88432,92,0,100,20,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
634438ff933663a8fe2d12e4,5c98e67a0c89b60011f2a6f2,APPROVED,2022-10-10T15:24:43.991000Z,2022-10-10T15:31:30.636000Z,2022-10-10T16:21:29.934000,2022-10-10T15:31:31.134922Z,407,24A88432,85,0,100,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
6344390920b2995e62a0ba21,60b1465dc14e70d7c429213e,APPROVED,2022-10-10T15:23:56.746000Z,2022-10-10T15:28:38.640000Z,2022-10-10T16:21:30.056000,2022-10-10T15:28:40.138902Z,282,24A88432,690,2,100,49,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
63443909babbbfa575a0b9b2,575eab31862b0f0006cd7dec,APPROVED,2022-10-10T15:23:58.195000Z,2022-10-10T15:32:46.933000Z,2022-10-10T16:21:30.173000,2022-10-10T15:32:47.326564Z,529,24A88432,1843,6,100,66,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
634439113132b4bbe9df391c,629613cf55e5738877af0e3a,APPROVED,2022-10-10T15:24:01.746000Z,2022-10-10T15:28:39.480000Z,2022-10-10T16:21:30.290000,2022-10-10T15:28:42.748970Z,278,24A88432,186,2,100,30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
634439172a64e78c0a37b56d,591efbd1ff8a030001e8e595,APPROVED,2022-10-10T15:24:10.633000Z,2022-10-10T15:29:21.699000Z,2022-10-10T16:21:30.403000,2022-10-10T15:29:22.231683Z,312,24A88432,1702,13,99,49,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6344391fd3cd9fe444a062f1,60250e892b5c5727eeeef076,APPROVED,2022-10-10T15:24:19.475000Z,2022-10-10T15:32:22.340000Z,2022-10-10T16:21:30.521000,2022-10-10T15:32:22.789650Z,483,24A88432,649,0,100,64,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
63443927a0d7f8690b10aa62,56ba61ad9de5f7000ba4ac37,APPROVED,2022-10-10T15:24:27.383000Z,2022-10-10T15:30:02.710000Z,2022-10-10T16:21:30.638000,2022-10-10T15:30:03.121505Z,336,24A88432,884,2,100,35,Male,DATA_EXPIRED,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
63443930f9b313143210b1dc,59b56694e798730001488f75,APPROVED,2022-10-10T15:24:39.596000Z,2022-10-10T15:37:31.379000Z,2022-10-10T16:21:30.749000,2022-10-10T15:37:31.744908Z,772,24A88432,878,24,95,64,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
63443942c23a7aa42271ad23,5693f7d3e0c800000b59669f,APPROVED,2022-10-10T15:24:54.329000Z,2022-10-10T15:29:54.991000Z,2022-10-10T16:21:30.863000,2022-10-10T15:29:55.434819Z,301,24A88432,1237,13,98,74,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
63443944f59952737166952f,5b64de377b7f8600011305fa,APPROVED,2022-10-10T15:25:06.614000Z,2022-10-10T15:32:11.112000Z,2022-10-10T16:21:30.979000,2022-10-10T15:32:12.161692Z,425,24A88432,821,0,100,32,Male,White,Ireland,Ireland,Ireland,English,No,Full-Time
63443948ecf01d9fa7b89984,6150792b260ce6cdd47941c9,APPROVED,2022-10-10T15:24:58.871000Z,2022-10-10T15:29:39.347000Z,2022-10-10T16:21:31.093000,2022-10-10T15:29:39.767876Z,281,24A88432,636,4,100,51,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6344394ad06ce550822323b7,5f54c0a38bb76c834ad45653,APPROVED,2022-10-10T15:25:04.352000Z,2022-10-10T15:33:38.444000Z,2022-10-10T16:21:31.208000,2022-10-10T15:33:38.963849Z,515,24A88432,203,1,100,21,Male,White,Poland,Poland,Poland,English,No,Unemployed (and job seeking)
6344394dad1597d2a760a825,5ffd802005f02b2b5370277f,APPROVED,2022-10-10T15:26:07.448000Z,2022-10-10T15:32:01.625000Z,2022-10-10T16:21:31.329000,2022-10-10T15:32:03.508260Z,355,24A88432,429,3,99,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6344394ed081e9ba44179faa,594591f4bee3110001b1a4f1,APPROVED,2022-10-10T15:25:05.657000Z,2022-10-10T15:30:21.909000Z,2022-10-10T16:21:31.444000,2022-10-10T15:30:22.354718Z,317,24A88432,1641,6,100,62,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
63443951f599527371669531,5dfc2bdd77f86595eeaacdd1,APPROVED,2022-10-10T15:25:12.328000Z,2022-10-10T15:31:52.646000Z,2022-10-10T16:21:31.558000,2022-10-10T15:31:54.111786Z,401,24A88432,465,0,100,34,Male,White,Australia,Australia,Australia,English,No,Unemployed (and job seeking)
63443959164164f6de1d8c2e,5d6ad36076cca6001a66d89e,APPROVED,2022-10-10T15:33:12.275000Z,2022-10-10T15:40:09.387000Z,2022-10-10T16:21:31.675000,2022-10-10T15:40:09.755922Z,418,24A88432,903,2,100,48,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
63443961933663a8fe2d12f6,577bfad9d8e8880001b31280,APPROVED,2022-10-10T15:25:25.167000Z,2022-10-10T15:31:23.947000Z,2022-10-10T16:21:31.791000,2022-10-10T15:31:24.564201Z,359,24A88432,619,6,99,68,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
634439624d3c1857ed8b8592,6073ef4aa2110f1236736c6d,APPROVED,2022-10-10T15:25:27.968000Z,2022-10-10T15:34:52.143000Z,2022-10-10T16:21:31.915000,2022-10-10T15:34:52.613495Z,565,24A88432,211,6,96,29,Male,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
6344396ba80b2d5a23386fb9,600701b8ea617912572d9ccd,APPROVED,2022-10-10T15:25:36.846000Z,2022-10-10T15:31:24.907000Z,2022-10-10T16:21:32.026000,2022-10-10T15:31:25.305002Z,349,24A88432,212,2,100,31,Male,Black,Ireland,Ireland,Ireland,English,No,Full-Time
6344396f87c5e3907f00ec75,5886dd2d2ef66f0001df36b0,APPROVED,2022-10-10T15:25:39.266000Z,2022-10-10T15:30:55.675000Z,2022-10-10T16:21:32.143000,2022-10-10T15:30:56.292658Z,317,24A88432,1391,23,96,47,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Unemployed (and job seeking)
63443984f1ff25a271a0ba11,5b4b0e8d94020800016323ed,APPROVED,2022-10-10T15:25:56.687000Z,2022-10-10T15:32:08.826000Z,2022-10-10T16:21:32.257000,2022-10-10T15:32:09.709821Z,373,24A88432,1532,1,100,40,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
63443985c01dacdb56871708,5c980d0ecff9b20016cae76f,APPROVED,2022-10-10T15:25:57.274000Z,2022-10-10T15:35:47.365000Z,2022-10-10T16:21:32.372000,2022-10-10T15:35:47.875089Z,591,24A88432,1178,17,96,42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
634439860ad20b37f9386fe3,5c546c0cb7cf140001d331b8,APPROVED,2022-10-10T15:26:01.961000Z,2022-10-10T15:31:52.076000Z,2022-10-10T16:21:32.480000,2022-10-10T15:31:53.259835Z,351,24A88432,1222,9,99,55,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
63443989d247e3ca84e4c951,5ea1e37fc066eb0d36edb649,APPROVED,2022-10-10T15:26:04.833000Z,2022-10-10T15:31:10.133000Z,2022-10-10T16:21:32.590000,2022-10-10T15:31:11.085687Z,306,24A88432,905,2,100,66,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6344398e4d3c1857ed8b8599,5847e40d6cca010001fe2d64,APPROVED,2022-10-10T15:26:14.002000Z,2022-10-10T15:33:13.465000Z,2022-10-10T16:21:32.705000,2022-10-10T15:33:13.886804Z,420,24A88432,1587,7,100,58,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
634439931db81d13d7a228a1,5e7de19084be86013c19c6c9,APPROVED,2022-10-10T15:26:13.206000Z,2022-10-10T15:31:05.217000Z,2022-10-10T16:21:32.821000,2022-10-10T15:31:05.712003Z,293,24A88432,954,5,99,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
6344399b3f312da8cc977096,5e2bb8c465b67d2001936784,APPROVED,2022-10-10T15:26:22.466000Z,2022-10-10T15:31:35.119000Z,2022-10-10T16:21:32.941000,2022-10-10T15:31:38.097542Z,313,24A88432,309,2,100,24,Male,White,Australia,Australia,Australia,English,No,Unemployed (and job seeking)
6344399c2d6d9835e9dac36a,615715bd0896b2b00d1f38de,APPROVED,2022-10-10T15:26:26.014000Z,2022-10-10T15:31:40.572000Z,2022-10-10T16:21:33.058000,2022-10-10T15:31:42.762654Z,315,24A88432,394,9,96,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
634439a4857244b1c7450476,5ffd80c185e28327669b51f5,APPROVED,2022-10-10T15:26:33.088000Z,2022-10-10T15:33:30.709000Z,2022-10-10T16:21:33.176000,2022-10-10T15:33:31.110778Z,418,24A88432,254,4,99,26,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
634439ab8b42eae91b1fffaa,60f09a6d53cae34a8ac00838,APPROVED,2022-10-10T15:26:40.319000Z,2022-10-10T15:35:54.327000Z,2022-10-10T16:21:33.294000,2022-10-10T15:35:54.803739Z,555,24A88432,593,4,100,65,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
634439c3857244b1c7450479,577bef95908f1d0001c392ef,APPROVED,2022-10-10T15:26:59.881000Z,2022-10-10T15:32:10.102000Z,2022-10-10T16:21:33.401000,2022-10-10T15:32:10.542000Z,311,24A88432,432,11,95,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
634439c9ad1597d2a760a838,5e972ac569be230840974427,APPROVED,2022-10-10T15:27:08.308000Z,2022-10-10T15:34:06.343000Z,2022-10-10T16:21:33.514000,2022-10-10T15:34:06.721323Z,419,24A88432,713,8,98,61,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
634439cd87c5e3907f00ec7d,59bb884a3c45a10001ccc4f7,APPROVED,2022-10-10T15:27:09.619000Z,2022-10-10T15:44:27.715000Z,2022-10-10T16:21:33.629000,2022-10-10T15:44:28.072543Z,1039,24A88432,1391,23,97,42,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
634439d427a0b712a75c5475,60d1a0e2551b5660575cdd64,APPROVED,2022-10-10T15:27:16.436000Z,2022-10-10T15:36:05.308000Z,2022-10-10T16:21:33.744000,2022-10-10T15:36:06.561219Z,529,24A88432,275,1,100,50,Male,White,United Kingdom,Spain,United Kingdom,English,No,Full-Time
634439dbd36d0ad535dac3e2,615cbdbb3af3ad95e2f9ef73,APPROVED,2022-10-10T15:28:30.857000Z,2022-10-10T15:35:02.465000Z,2022-10-10T16:21:33.858000,2022-10-10T15:35:02.989886Z,392,24A88432,493,0,100,39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
634439ecd247e3ca84e4c95a,5da74e9437d4210016492810,APPROVED,2022-10-10T15:28:23.775000Z,2022-10-10T15:39:08.904000Z,2022-10-10T16:21:33.977000,2022-10-10T15:39:09.344350Z,646,24A88432,438,2,100,52,Male,White,Canada,Canada,Canada,English,No,Other
63443a383283b7455610b1cd,62a10543a46c88bd62583da4,APPROVED,2022-10-10T15:29:02.816000Z,2022-10-10T15:36:26.663000Z,2022-10-10T16:21:34.098000,2022-10-10T15:36:27.440688Z,444,24A88432,63,0,100,24,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
63443b16d081e9ba44179fea,5d614557fb93530016803b43,APPROVED,2022-10-10T15:32:42.347000Z,2022-10-10T15:38:13.622000Z,2022-10-10T16:21:34.217000,2022-10-10T15:38:14.137245Z,332,24A88432,418,7,98,28,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
63443c0dbec47379df00e460,5ec96e3609117f0a67231842,APPROVED,2022-10-10T15:37:45.574000Z,2022-10-10T15:45:51.041000Z,2022-10-10T16:21:34.337000,2022-10-10T15:45:51.475081Z,486,NOCODE,919,0,100,51,Male,White,Ireland,Ireland,Ireland,English,No,Full-Time
63443c371b929df171871738,5d959fdf9cf6ab001982afee,APPROVED,2022-10-10T15:37:30.114000Z,2022-10-10T15:42:12.165000Z,2022-10-10T16:21:34.470000,2022-10-10T15:42:12.620562Z,283,24A88432,1498,8,99,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
63443dc6cb6e8a37fd1d8c2e,5cf806142780ca001a9d5cee,APPROVED,2022-10-10T15:44:06.018000Z,2022-10-10T15:50:01.866000Z,2022-10-10T16:21:48.669000,2022-10-10T15:50:02.619131Z,356,24A88432,1378,0,100,55,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6344419486d231c11bef8744,59d4fac0d1ab390001da2e46,APPROVED,2022-10-10T16:04:38.888000Z,2022-10-10T16:09:33.840000Z,2022-10-10T16:21:48.778000,2022-10-10T16:09:34.356750Z,295,24A88432,732,7,99,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6344419632f6f8a0f472925b,5f516d96bf6cde3b04b94b69,APPROVED,2022-10-10T16:00:22.834000Z,2022-10-10T16:09:31.155000Z,2022-10-10T16:21:34.602000,2022-10-10T16:09:31.637560Z,549,24A88432,580,4,99,31,Male,White,Canada,Canada,Canada,English,No,Full-Time
634441cc0f42f415029770b5,5eb59589076e4745250148ed,APPROVED,2022-10-10T16:01:21.416000Z,2022-10-10T16:10:10.379000Z,2022-10-10T16:21:34.719000,2022-10-10T16:10:11.065755Z,529,24A88432,895,10,98,55,Male,White,Israel,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
